Product_ID,Weight_kg,Energy_Consumption_kWh,Water_Usage_Liters,Carbon_Footprint_kgCO2,Waste_Generated_kg,Lifespan_Years,Sustainability_Rating,Product_Name_LED Bulb,Product_Name_Laptop,Product_Name_Plastic Bottle,Product_Name_Refrigerator,Product_Name_Smartphone,Product_Name_Sneakers,Product_Name_T-Shirt,Material_Glass,Material_Leather,Material_Metal,Material_Plastic,Material_Polyester,Material_Wood,Disposal_Method_Landfill,Disposal_Method_Recycled,Disposal_Method_Reused,Manufacturing_Country_China,Manufacturing_Country_Germany,Manufacturing_Country_India,Manufacturing_Country_USA,Manufacturing_Country_Vietnam,Impact_per_Year,Eco_Index
P00312,10.96,422.27,3010.05,540.16,7.98,1,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,540.16,0.018
P00313,6.63,584.63,2907.05,220.41,7.23,12,3.9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,18.368,0.086
P00314,3.2,773.68,4236.4,600.29,2.77,8,1.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,75.036,0.016
P00315,11.64,254.8,4503.27,360.34,9.14,1,2.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,360.34,0.031
P00316,4.99,1166.34,4964.39,245.12,2.58,11,3.2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,22.284,0.065
P00317,2.4,1482.55,1963.03,117.43,5.6,11,2.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,10.675,0.102
P00318,17.95,1169.08,3468.54,482.09,3.01,8,3.2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,60.261,0.033
P00319,18.63,61.32,2328.44,652.4,0.8,14,4.4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,46.6,0.034
P00320,1.92,706.93,2827.53,132.86,7.16,2,4.8,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,66.43,0.171
P00321,12.99,933.9,2120.79,321.77,12.26,6,1.8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,53.628,0.027
P00322,14.28,330.23,4738.44,577.49,7.78,4,4.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,144.372,0.04
P00323,15.03,461.76,188.64,192.39,6.75,13,1.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,14.799,0.033
P00324,0.11,595.47,2547.54,961.64,9.67,4,1.6,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,240.41,0.008
P00325,14.06,252.39,1434.3,549.52,10.49,12,3.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.793,0.03
P00326,2.11,911.17,3329.36,515.75,5.44,5,4.1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,103.15,0.039
P00327,9.27,622.94,2577.06,551.96,1.82,8,4.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,68.995,0.042
P00328,7.6,329.95,3048.0,333.43,4.57,10,4.3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,33.343,0.064
P00329,9.46,1256.26,2256.72,467.41,10.88,11,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,42.492,0.021
P00330,4.56,1531.11,2974.74,865.17,13.11,13,1.7,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,66.552,0.01
P00331,6.64,413.92,4891.23,246.93,11.89,1,4.5,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,246.93,0.087
P00332,6.28,977.35,985.41,869.26,9.9,1,4.2,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,869.26,0.024
P00333,5.07,1797.3,3655.03,722.49,6.94,1,3.2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,722.49,0.022
P00334,19.4,1509.68,1929.3,526.3,9.39,1,3.9,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,526.3,0.036
P00335,18.61,1660.75,2728.04,726.2,11.2,3,2.6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,242.067,0.018
P00336,17.11,713.1,1243.92,8.5,4.72,13,3.4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0.654,1.286
P00337,0.52,1450.64,3630.91,342.74,5.85,11,2.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,31.158,0.033
P00338,18.04,452.28,3047.43,206.69,9.19,3,2.8,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,68.897,0.065
P00339,5.54,1062.22,2231.43,764.16,5.04,7,4.6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,109.166,0.03
P00340,10.08,642.16,3031.55,474.88,8.55,1,1.9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,474.88,0.02
P00341,6.08,1219.99,3202.18,705.79,0.18,10,2.9,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,70.579,0.021
P00342,17.28,231.97,2105.22,768.58,4.75,5,2.7,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,153.716,0.017
P00343,15.38,1345.57,348.08,358.69,8.21,10,2.8,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,35.869,0.038
P00344,19.97,102.16,4879.99,360.44,7.69,10,3.4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,36.044,0.046
P00345,17.93,728.12,2639.93,253.2,7.61,7,2.5,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,36.171,0.048
P00346,12.06,1962.37,2559.47,805.62,10.34,11,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,73.238,0.018
P00347,12.99,928.83,1197.37,848.68,5.72,14,2.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,60.62,0.012
P00348,11.38,1660.39,2040.25,8.9,1.87,4,4.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2.225,2.089
P00349,1.34,1452.44,1763.0,185.23,3.5,13,3.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,14.248,0.079
P00350,6.28,1919.52,2282.78,386.24,7.2,1,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,386.24,0.038
P00351,17.13,150.61,1840.74,120.65,8.39,3,2.7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,40.217,0.105
P00352,15.52,39.1,2157.52,559.3,9.99,3,2.4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,186.433,0.021
P00353,10.75,102.24,130.2,817.24,3.33,5,4.1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,163.448,0.025
P00354,5.21,633.51,4250.51,110.44,3.31,14,3.8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,7.889,0.167
P00355,18.9,612.05,874.93,657.08,4.99,8,3.6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,82.135,0.027
P00356,4.92,1052.63,3472.61,604.72,13.39,2,1.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,302.36,0.009
P00357,4.35,23.13,2044.96,897.88,10.86,2,1.3,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,448.94,0.007
P00358,1.94,436.14,1716.85,142.15,14.29,13,3.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,10.935,0.118
P00359,15.46,1753.32,1276.64,853.38,7.99,5,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,170.676,0.006
P00360,12.48,1528.95,2747.66,444.62,9.7,12,4.2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,37.052,0.046
P00361,10.47,973.57,2569.41,916.84,1.97,5,3.4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,183.368,0.019
P00362,3.62,1260.11,3757.71,651.0,13.0,4,2.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,162.75,0.022
P00363,17.23,1094.57,1233.22,190.98,8.33,1,1.7,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,190.98,0.043
P00364,2.26,868.66,260.99,157.97,2.74,5,4.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,31.594,0.134
P00365,9.14,958.47,2958.73,684.43,7.19,4,1.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,171.108,0.012
P00366,8.18,897.8,2990.3,923.59,7.44,5,1.9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,184.718,0.01
P00367,2.53,1312.85,3899.86,599.72,7.85,12,2.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,49.977,0.023
P00368,5.97,1421.58,2138.72,299.12,13.18,13,3.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,23.009,0.054
P00369,10.97,136.62,4314.51,315.79,3.5,9,3.1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,35.088,0.049
P00370,7.03,1255.81,1210.72,829.55,0.44,14,1.1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,59.254,0.007
P00371,11.05,1027.2,4309.02,162.31,14.69,4,1.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,40.578,0.042
P00372,18.36,676.93,1885.48,656.55,11.56,5,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,131.31,0.015
P00373,1.46,1428.74,282.76,870.25,3.67,11,3.9,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,79.114,0.022
P00374,5.23,1722.97,3860.0,162.95,7.35,14,3.4,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,11.639,0.1
P00375,7.68,824.49,1932.47,833.85,9.83,10,4.1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,83.385,0.024
P00376,8.75,460.73,2982.0,545.9,10.52,11,3.1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,49.627,0.028
P00377,7.6,792.36,1246.09,930.75,3.7,2,1.5,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,465.375,0.008
P00378,10.31,1983.01,1630.12,763.51,13.92,7,2.8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,109.073,0.018
P00379,11.31,536.42,3429.55,801.69,5.09,11,3.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,72.881,0.02
P00380,3.99,1371.01,4949.85,82.51,3.04,4,4.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,20.628,0.234
P00381,14.73,676.33,2212.23,798.98,0.1,10,1.7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,79.898,0.011
P00382,15.45,1587.48,2097.8,619.26,8.48,13,1.9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,47.635,0.015
P00383,15.53,731.13,1251.89,690.05,2.38,10,3.1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,69.005,0.022
P00384,15.03,279.02,860.81,881.21,12.46,10,3.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,88.121,0.02
P00385,16.01,1059.81,2090.08,65.3,3.57,4,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,16.325,0.327
P00386,10.51,1734.04,1016.09,550.58,9.2,7,3.8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,78.654,0.034
P00387,14.18,1785.09,2281.34,906.25,8.03,9,1.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,100.694,0.007
P00388,4.83,847.88,343.86,363.8,12.85,2,3.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,181.9,0.041
P00389,7.77,1256.6,3547.31,466.49,14.84,10,2.7,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,46.649,0.028
P00390,9.01,438.82,1679.47,584.05,14.47,11,4.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,53.095,0.035
P00391,12.38,111.95,2637.35,906.4,14.19,12,1.1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,75.533,0.006
P00392,14.66,1024.3,2756.78,247.61,6.9,13,4.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,19.047,0.088
P00393,16.63,729.92,2601.56,292.41,11.03,5,2.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,58.482,0.044
P00394,9.39,737.81,73.63,32.79,1.27,3,1.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10.93,0.176
P00395,17.41,717.56,4743.84,787.37,4.63,6,4.8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,131.228,0.03
P00396,16.67,1448.64,3382.57,440.7,8.66,8,3.9,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,55.088,0.043
P00397,0.59,1769.17,3537.26,443.16,5.93,6,2.4,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,73.86,0.027
P00398,5.87,889.74,2730.42,704.41,4.26,9,1.3,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,78.268,0.009
P00399,3.39,1304.56,2414.12,999.67,9.98,9,4.7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,111.074,0.023
P00400,19.52,1521.7,3378.21,265.52,3.39,4,4.6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,66.38,0.086
P00401,16.04,1133.58,2773.9,665.9,4.74,13,1.7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,51.223,0.013
P00402,15.8,1637.09,2725.9,607.55,8.15,2,4.8,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,303.775,0.039
P00403,7.47,361.67,3080.55,826.75,12.44,7,1.8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,118.107,0.011
P00404,13.97,951.07,58.91,426.87,8.57,1,3.2,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,426.87,0.037
P00405,18.63,755.24,1749.5,674.78,7.98,5,1.7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,134.956,0.012
P00406,16.79,215.07,313.72,599.94,11.38,11,1.3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,54.54,0.011
P00407,4.23,1560.18,638.62,551.93,0.63,3,1.1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,183.977,0.01
P00408,5.3,1535.56,1432.42,670.44,14.67,10,2.6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,67.044,0.019
P00409,5.5,569.99,3784.17,516.41,11.4,8,1.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,64.551,0.017
P00410,1.05,207.35,2095.8,748.39,9.96,7,2.6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,106.913,0.017
P00411,3.67,452.17,529.06,520.62,5.47,8,4.3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,65.078,0.041
P00412,2.32,1709.71,546.3,81.84,14.93,9,1.4,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,9.093,0.072
P00413,17.15,583.27,839.34,801.4,1.32,2,2.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,400.7,0.017
P00414,9.54,817.39,2443.89,312.32,4.25,4,2.7,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,78.08,0.043
P00415,10.67,1462.96,4344.33,748.78,14.25,10,2.7,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,74.878,0.018
P00416,3.6,927.35,3526.8,31.94,8.23,1,1.2,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,31.94,0.149
P00417,16.67,659.61,2025.48,158.36,3.27,7,4.3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,22.623,0.133
P00418,14.64,1429.27,478.35,999.74,2.83,10,2.4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,99.974,0.012
P00419,9.0,1250.06,2585.08,585.08,11.21,9,1.8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,65.009,0.015
P00420,18.35,1410.13,1783.52,239.92,13.37,4,2.6,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,59.98,0.051
P00421,14.02,864.89,72.47,475.81,10.66,4,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,118.952,0.041
P00422,10.64,1516.45,1172.29,569.02,6.23,6,3.8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,94.837,0.033
P00423,0.26,797.1,1127.26,113.21,7.76,9,2.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12.579,0.099
P00424,1.7,1500.3,3143.02,78.28,8.15,8,1.8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,9.785,0.104
P00425,2.98,1268.41,1891.11,298.14,1.21,1,4.8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,298.14,0.08
P00426,6.47,1769.02,37.19,375.5,11.85,10,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,37.55,0.045
P00427,8.77,1639.73,2407.16,712.42,14.8,2,2.6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,356.21,0.018
P00428,14.34,1693.41,3145.15,215.57,3.6,13,4.9,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,16.582,0.112
P00429,12.28,1279.47,2882.05,796.63,13.52,2,4.6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,398.315,0.028
P00430,16.28,1009.55,4346.4,767.94,12.06,5,4.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,153.588,0.031
P00431,9.92,1910.56,4010.77,562.18,9.01,10,3.2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,56.218,0.028
P00432,10.82,918.08,4137.42,242.42,7.89,4,1.4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,60.605,0.028
P00433,9.71,575.55,1984.51,818.06,1.56,3,2.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,272.687,0.018
P00434,1.02,26.95,3432.08,778.56,1.56,2,1.1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,389.28,0.007
P00435,4.74,1033.66,4283.91,915.39,11.79,4,4.6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,228.848,0.025
P00436,16.92,68.17,31.09,771.81,9.97,4,1.4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,192.952,0.009
P00437,6.26,1533.61,3164.66,851.21,5.76,12,1.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,70.934,0.006
P00438,4.54,1017.28,2980.95,378.78,8.12,3,2.6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,126.26,0.034
P00439,3.31,227.8,2705.92,659.19,11.53,1,5.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,659.19,0.037
P00440,8.82,1049.4,3630.09,91.58,14.29,6,3.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,15.263,0.151
P00441,2.42,1362.95,463.01,431.93,6.63,14,1.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,30.852,0.019
P00442,8.56,93.97,365.98,582.91,6.3,3,3.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,194.303,0.025
P00443,1.85,86.28,4281.85,402.44,8.42,2,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,201.22,0.024
P00444,18.38,1106.52,784.69,836.63,10.38,11,3.8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,76.057,0.022
P00445,12.6,1360.09,3681.22,791.81,2.16,10,2.1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,79.181,0.013
P00446,16.01,97.78,3807.69,533.2,5.08,4,1.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,133.3,0.013
P00447,8.6,1841.09,4522.51,925.12,10.17,6,4.7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,154.187,0.025
P00448,0.47,31.82,4463.05,75.32,8.78,12,1.9,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,6.277,0.113
P00449,2.61,1720.51,2946.59,718.1,3.1,5,2.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,143.62,0.015
P00450,16.26,1971.01,974.11,609.64,2.76,2,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,304.82,0.029
P00451,3.71,48.36,3430.52,627.26,3.44,9,4.3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,69.696,0.034
P00452,18.12,1826.78,194.87,451.17,5.19,1,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,451.17,0.011
P00453,19.78,408.85,813.65,738.67,14.42,2,4.8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,369.335,0.032
P00454,8.64,478.79,1911.85,332.56,6.36,12,2.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,27.713,0.043
P00455,11.7,1856.09,668.61,453.68,12.17,6,4.4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,75.613,0.047
P00456,11.33,177.13,4674.01,104.79,14.84,1,2.3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,104.79,0.096
P00457,6.3,930.93,324.78,620.83,4.4,5,2.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,124.166,0.018
P00458,12.46,1504.65,4791.19,220.83,3.79,12,4.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,18.402,0.102
P00459,7.74,1156.15,4369.39,228.17,1.43,1,4.6,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,228.17,0.1
P00460,18.54,139.67,2367.95,5.69,6.72,11,1.7,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.517,0.685
P00461,10.68,873.17,730.02,476.16,0.3,14,3.7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,34.011,0.039
P00462,10.9,321.87,14.41,241.5,1.18,5,1.3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,48.3,0.027
P00463,5.8,1221.98,2496.89,227.99,12.0,10,4.9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,22.799,0.102
P00464,2.12,1001.18,4214.37,16.81,10.16,1,4.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,16.81,0.834
P00465,15.77,611.24,4986.96,517.2,5.7,5,4.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,103.44,0.038
P00466,17.46,168.03,3408.36,876.52,5.8,11,3.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,79.684,0.02
P00467,1.6,1633.36,1440.92,359.08,7.79,9,3.3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,39.898,0.045
P00468,12.47,1103.42,1602.2,918.61,4.12,9,1.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,102.068,0.01
P00469,11.65,135.01,2851.23,286.0,6.3,10,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,28.6,0.068
P00470,3.38,680.63,2822.65,789.57,4.91,8,2.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.696,0.013
P00471,7.68,1338.95,3628.55,122.53,13.67,4,3.2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,30.632,0.117
P00472,0.41,138.69,1915.95,783.93,8.39,2,4.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,391.965,0.027
P00473,6.77,331.48,4173.54,545.4,3.51,12,1.3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,45.45,0.012
P00474,11.12,1381.53,30.87,216.46,2.25,13,1.1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,16.651,0.025
P00475,7.22,1154.43,3048.23,925.23,9.21,14,2.8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,66.088,0.015
P00476,9.72,1858.61,2447.59,474.26,14.57,4,4.8,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,118.565,0.049
P00477,15.75,402.31,1130.22,622.4,8.98,1,2.5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,622.4,0.02
P00478,3.34,832.17,2053.01,691.42,6.18,12,4.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,57.618,0.029
P00479,6.01,1184.14,3259.01,289.38,12.99,9,3.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.153,0.056
